Release Date,Test Name,Time (ms),work_mem (bytes),Release Tag,Test Timestamp,Test Result,Release Tag Containing,Release Timestamp
2001-05-05,seqscan_x8,2602.71,2048,REL7_1_3,2016-03-04T17:05:59,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2603.49,2048,REL7_1_3,2016-03-04T17:05:59,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2602.71,2048,REL7_1_3,2016-03-04T17:05:59,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2603.34,2048,REL7_1_3,2016-03-04T17:05:59,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8,542585.4,2048,REL7_1_3,2016-03-04T17:05:59,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_integer_x8,43596.1,2048,REL7_1_3,2016-03-04T17:05:59,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_float_x8,48976.08,2048,REL7_1_3,2016-03-04T17:05:59,228306,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8,534746.38,2048,REL7_1_3,2016-03-04T17:05:59,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_integer_x8,43805.21,2048,REL7_1_3,2016-03-04T17:05:59,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_float_x8,49105.54,2048,REL7_1_3,2016-03-04T17:05:59,228306,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_integer_x8,44464.43,2048,REL7_1_3,2016-03-04T17:05:59,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_float_x8,47705.18,2048,REL7_1_3,2016-03-04T17:05:59,228306,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8,534415.73,2048,REL7_1_3,2016-03-04T17:05:59,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_t100_x8,533291.96,2048,REL7_1_3,2016-03-04T17:05:59,13,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_t100_x8,533509.94,2048,REL7_1_3,2016-03-04T17:05:59,13,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_t100_x8,533471.17,2048,REL7_1_3,2016-03-04T17:05:59,13,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2634.31,2048,REL7_1_3,2016-03-04T17:05:59,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2602.82,2048,REL7_1_3,2016-03-04T17:05:59,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2579.77,2048,REL7_1_3,2016-03-04T18:04:37,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2579.51,2048,REL7_1_3,2016-03-04T18:04:37,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2580.23,2048,REL7_1_3,2016-03-04T18:04:37,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2579.42,2048,REL7_1_3,2016-03-04T18:04:37,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8,541019.45,2048,REL7_1_3,2016-03-04T18:04:37,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_integer_x8,44377.04,2048,REL7_1_3,2016-03-04T18:04:37,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_float_x8,46978.53,2048,REL7_1_3,2016-03-04T18:04:37,228306,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8,535210.15,2048,REL7_1_3,2016-03-04T18:04:37,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_integer_x8,44677.27,2048,REL7_1_3,2016-03-04T18:04:37,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_float_x8,47617.31,2048,REL7_1_3,2016-03-04T18:04:37,228306,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_integer_x8,44030.11,2048,REL7_1_3,2016-03-04T18:04:37,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_float_x8,46422.13,2048,REL7_1_3,2016-03-04T18:04:37,228306,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8,535498.85,2048,REL7_1_3,2016-03-04T18:04:37,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_t100_x8,535169.06,2048,REL7_1_3,2016-03-04T18:04:37,13,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_t100_x8,535003.17,2048,REL7_1_3,2016-03-04T18:04:37,13,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_t100_x8,534782.96,2048,REL7_1_3,2016-03-04T18:04:37,13,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2609.84,2048,REL7_1_3,2016-03-04T18:04:37,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8,2578.99,2048,REL7_1_3,2016-03-04T18:04:37,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,seqscan_x8_bigmem,2589.08,2048,REL7_1_3,2016-03-07T00:26:19,11885296,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8_bigmem,361602.24,2048,REL7_1_3,2016-03-07T00:26:19,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8_bigmem,361153.19,2048,REL7_1_3,2016-03-07T00:26:19,1485662,REL7_1_3,2001-05-05T02:57:40
2001-05-05,sort_text_x8_bigmem,361150.58,2048,REL7_1_3,2016-03-07T00:26:19,1485662,REL7_1_3,2001-05-05T02:57:40
2001-08-31,seqscan_x8,2635.24,2048,REL7_2~1415,2016-02-29T21:34:07,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2627.86,2048,REL7_2~1415,2016-02-29T21:34:07,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2620.78,2048,REL7_2~1415,2016-02-29T21:34:07,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2625.41,2048,REL7_2~1415,2016-02-29T21:34:07,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8,343644.71,2048,REL7_2~1415,2016-02-29T21:34:07,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_binary_x8,58135.68,2048,REL7_2~1415,2016-02-29T21:34:07,319891,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_integer_x8,39384.21,2048,REL7_2~1415,2016-02-29T21:34:07,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_float_x8,41481.72,2048,REL7_2~1415,2016-02-29T21:34:07,228306,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8,341652.22,2048,REL7_2~1415,2016-02-29T21:34:07,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_binary_x8,58019.95,2048,REL7_2~1415,2016-02-29T21:34:07,319891,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_integer_x8,39257.84,2048,REL7_2~1415,2016-02-29T21:34:07,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_float_x8,41412.65,2048,REL7_2~1415,2016-02-29T21:34:07,228306,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_integer_x8,39215.76,2048,REL7_2~1415,2016-02-29T21:34:07,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_float_x8,41269.99,2048,REL7_2~1415,2016-02-29T21:34:07,228306,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8,341056.11,2048,REL7_2~1415,2016-02-29T21:34:07,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_binary_x8,58088.43,2048,REL7_2~1415,2016-02-29T21:34:07,319891,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_t100_x8,340306.35,2048,REL7_2~1415,2016-02-29T21:34:07,13,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_t100_x8,340876.68,2048,REL7_2~1415,2016-02-29T21:34:07,13,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_t100_x8,340460.48,2048,REL7_2~1415,2016-02-29T21:34:07,13,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2657.57,2048,REL7_2~1415,2016-02-29T21:34:07,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2619.99,2048,REL7_2~1415,2016-02-29T21:34:07,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2622.68,2048,REL7_2~1415,2016-02-29T22:15:36,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2620.74,2048,REL7_2~1415,2016-02-29T22:15:36,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2620.58,2048,REL7_2~1415,2016-02-29T22:15:36,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2642.37,2048,REL7_2~1415,2016-02-29T22:15:36,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8,344513.28,2048,REL7_2~1415,2016-02-29T22:15:36,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_binary_x8,58276.48,2048,REL7_2~1415,2016-02-29T22:15:36,319891,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_integer_x8,40500.3,2048,REL7_2~1415,2016-02-29T22:15:36,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_float_x8,40848.1,2048,REL7_2~1415,2016-02-29T22:15:36,228306,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8,340545.42,2048,REL7_2~1415,2016-02-29T22:15:36,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_binary_x8,57972.75,2048,REL7_2~1415,2016-02-29T22:15:36,319891,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_integer_x8,39379.17,2048,REL7_2~1415,2016-02-29T22:15:36,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_float_x8,41423.41,2048,REL7_2~1415,2016-02-29T22:15:36,228306,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_integer_x8,39046.36,2048,REL7_2~1415,2016-02-29T22:15:36,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_float_x8,41304.5,2048,REL7_2~1415,2016-02-29T22:15:36,228306,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8,341313.24,2048,REL7_2~1415,2016-02-29T22:15:36,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_binary_x8,58043.51,2048,REL7_2~1415,2016-02-29T22:15:36,319891,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_t100_x8,340388.07,2048,REL7_2~1415,2016-02-29T22:15:36,13,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_t100_x8,340116.1,2048,REL7_2~1415,2016-02-29T22:15:36,13,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_t100_x8,340370.15,2048,REL7_2~1415,2016-02-29T22:15:36,13,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2662.29,2048,REL7_2~1415,2016-02-29T22:15:36,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8,2620.22,2048,REL7_2~1415,2016-02-29T22:15:36,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,seqscan_x8_bigmem,2621.79,2048,REL7_2~1415,2016-03-06T23:22:40,11885296,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8_bigmem,232216.5,2048,REL7_2~1415,2016-03-06T23:22:40,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8_bigmem,232034.38,2048,REL7_2~1415,2016-03-06T23:22:40,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-08-31,sort_text_x8_bigmem,232037.94,2048,REL7_2~1415,2016-03-06T23:22:40,1485662,REL7_2~1415,2001-08-31T01:55:25
2001-10-02,seqscan_x8,2762.95,2048,REL7_2~1060,2016-03-02T17:18:24,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2763.32,2048,REL7_2~1060,2016-03-02T17:18:24,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2763.59,2048,REL7_2~1060,2016-03-02T17:18:24,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2762.74,2048,REL7_2~1060,2016-03-02T17:18:24,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8,343262.2,2048,REL7_2~1060,2016-03-02T17:18:24,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_binary_x8,58514.77,2048,REL7_2~1060,2016-03-02T17:18:24,319891,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_integer_x8,39999.78,2048,REL7_2~1060,2016-03-02T17:18:24,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_float_x8,41129.5,2048,REL7_2~1060,2016-03-02T17:18:24,228306,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8,341919.43,2048,REL7_2~1060,2016-03-02T17:18:24,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_binary_x8,58535.57,2048,REL7_2~1060,2016-03-02T17:18:24,319891,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_integer_x8,40316.94,2048,REL7_2~1060,2016-03-02T17:18:24,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_float_x8,41065.94,2048,REL7_2~1060,2016-03-02T17:18:24,228306,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_integer_x8,39436.54,2048,REL7_2~1060,2016-03-02T17:18:24,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_float_x8,41566.67,2048,REL7_2~1060,2016-03-02T17:18:24,228306,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8,341727.84,2048,REL7_2~1060,2016-03-02T17:18:24,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_binary_x8,58408.7,2048,REL7_2~1060,2016-03-02T17:18:24,319891,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_t100_x8,341375.63,2048,REL7_2~1060,2016-03-02T17:18:24,13,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_t100_x8,341512.05,2048,REL7_2~1060,2016-03-02T17:18:24,13,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_t100_x8,341041.48,2048,REL7_2~1060,2016-03-02T17:18:24,13,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2855.49,2048,REL7_2~1060,2016-03-02T17:18:24,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2762.49,2048,REL7_2~1060,2016-03-02T17:18:24,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2762.55,2048,REL7_2~1060,2016-03-02T18:00:00,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2762.18,2048,REL7_2~1060,2016-03-02T18:00:00,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2779.57,2048,REL7_2~1060,2016-03-02T18:00:00,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2762.99,2048,REL7_2~1060,2016-03-02T18:00:00,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8,342406.48,2048,REL7_2~1060,2016-03-02T18:00:00,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_binary_x8,58713.09,2048,REL7_2~1060,2016-03-02T18:00:00,319891,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_integer_x8,40950.46,2048,REL7_2~1060,2016-03-02T18:00:00,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_float_x8,40977.95,2048,REL7_2~1060,2016-03-02T18:00:00,228306,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8,341831.96,2048,REL7_2~1060,2016-03-02T18:00:00,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_binary_x8,58507.62,2048,REL7_2~1060,2016-03-02T18:00:00,319891,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_integer_x8,39565.13,2048,REL7_2~1060,2016-03-02T18:00:00,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_float_x8,41495.73,2048,REL7_2~1060,2016-03-02T18:00:00,228306,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_integer_x8,39555.12,2048,REL7_2~1060,2016-03-02T18:00:00,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_float_x8,41679.98,2048,REL7_2~1060,2016-03-02T18:00:00,228306,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8,342644.44,2048,REL7_2~1060,2016-03-02T18:00:00,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_binary_x8,58563.92,2048,REL7_2~1060,2016-03-02T18:00:00,319891,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_t100_x8,341497.35,2048,REL7_2~1060,2016-03-02T18:00:00,13,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_t100_x8,341296.94,2048,REL7_2~1060,2016-03-02T18:00:00,13,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_t100_x8,341848.72,2048,REL7_2~1060,2016-03-02T18:00:00,13,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2790.81,2048,REL7_2~1060,2016-03-02T18:00:00,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8,2761.57,2048,REL7_2~1060,2016-03-02T18:00:00,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,seqscan_x8_bigmem,2781.66,2048,REL7_2~1060,2016-03-07T12:37:13,11885296,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8_bigmem,233088.58,2048,REL7_2~1060,2016-03-07T12:37:13,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8_bigmem,234476.99,2048,REL7_2~1060,2016-03-07T12:37:13,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-02,sort_text_x8_bigmem,234482.22,2048,REL7_2~1060,2016-03-07T12:37:13,1485662,REL7_2~1060,2001-10-02T14:21:26
2001-10-18,seqscan_x8,2779.44,2048,REL7_2~908,2016-03-01T15:52:50,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2779.56,2048,REL7_2~908,2016-03-01T15:52:50,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2779.53,2048,REL7_2~908,2016-03-01T15:52:50,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2779.29,2048,REL7_2~908,2016-03-01T15:52:50,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8,342046.91,2048,REL7_2~908,2016-03-01T15:52:50,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_binary_x8,57523.14,2048,REL7_2~908,2016-03-01T15:52:50,319891,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_integer_x8,40122.17,2048,REL7_2~908,2016-03-01T15:52:50,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_float_x8,40947.56,2048,REL7_2~908,2016-03-01T15:52:50,228306,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8,340573.52,2048,REL7_2~908,2016-03-01T15:52:50,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_binary_x8,57604.55,2048,REL7_2~908,2016-03-01T15:52:50,319891,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_integer_x8,39692.26,2048,REL7_2~908,2016-03-01T15:52:50,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_float_x8,40719.99,2048,REL7_2~908,2016-03-01T15:52:50,228306,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_integer_x8,39192.18,2048,REL7_2~908,2016-03-01T15:52:50,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_float_x8,41477.11,2048,REL7_2~908,2016-03-01T15:52:50,228306,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8,340946.35,2048,REL7_2~908,2016-03-01T15:52:50,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_binary_x8,57700.26,2048,REL7_2~908,2016-03-01T15:52:50,319891,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_t100_x8,340117.89,2048,REL7_2~908,2016-03-01T15:52:50,13,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_t100_x8,340160.93,2048,REL7_2~908,2016-03-01T15:52:50,13,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_t100_x8,340027.81,2048,REL7_2~908,2016-03-01T15:52:50,13,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2807.1,2048,REL7_2~908,2016-03-01T15:52:50,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2778.24,2048,REL7_2~908,2016-03-01T15:52:50,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2779.61,2048,REL7_2~908,2016-03-01T16:34:15,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2781.35,2048,REL7_2~908,2016-03-01T16:34:15,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2779.52,2048,REL7_2~908,2016-03-01T16:34:15,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2781.52,2048,REL7_2~908,2016-03-01T16:34:15,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8,342456.11,2048,REL7_2~908,2016-03-01T16:34:15,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_binary_x8,57426.84,2048,REL7_2~908,2016-03-01T16:34:15,319891,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_integer_x8,40595.72,2048,REL7_2~908,2016-03-01T16:34:15,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_float_x8,41300.28,2048,REL7_2~908,2016-03-01T16:34:15,228306,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8,342788.19,2048,REL7_2~908,2016-03-01T16:34:15,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_binary_x8,57422.68,2048,REL7_2~908,2016-03-01T16:34:15,319891,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_integer_x8,39038.89,2048,REL7_2~908,2016-03-01T16:34:15,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_float_x8,41270.44,2048,REL7_2~908,2016-03-01T16:34:15,228306,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_integer_x8,39267.19,2048,REL7_2~908,2016-03-01T16:34:15,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_float_x8,41464.8,2048,REL7_2~908,2016-03-01T16:34:15,228306,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8,343310.52,2048,REL7_2~908,2016-03-01T16:34:15,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_binary_x8,57647.69,2048,REL7_2~908,2016-03-01T16:34:15,319891,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_t100_x8,342294.15,2048,REL7_2~908,2016-03-01T16:34:15,13,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_t100_x8,342846.03,2048,REL7_2~908,2016-03-01T16:34:15,13,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_t100_x8,342143.78,2048,REL7_2~908,2016-03-01T16:34:15,13,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2811.1,2048,REL7_2~908,2016-03-01T16:34:15,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8,2778.02,2048,REL7_2~908,2016-03-01T16:34:15,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,seqscan_x8_bigmem,2770.44,2048,REL7_2~908,2016-03-07T04:52:55,11885296,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8_bigmem,231553.89,2048,REL7_2~908,2016-03-07T04:52:55,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8_bigmem,232869.61,2048,REL7_2~908,2016-03-07T04:52:55,1485662,REL7_2~908,2001-10-18T11:01:35
2001-10-18,sort_text_x8_bigmem,232906.52,2048,REL7_2~908,2016-03-07T04:52:55,1485662,REL7_2~908,2001-10-18T11:01:35
2001-11-14,seqscan_x8,2707.26,2048,REL7_2~643,2016-03-02T09:08:58,11885296,REL7_2~643,2001-11-14T22:14:22
2001-11-14,seqscan_x8,2708.62,2048,REL7_2~643,2016-03-02T09:08:58,11885296,REL7_2~643,2001-11-14T22:14:22
2001-11-14,seqscan_x8,2707.41,2048,REL7_2~643,2016-03-02T09:08:58,11885296,REL7_2~643,2001-11-14T22:14:22
2001-11-14,seqscan_x8,2708.07,2048,REL7_2~643,2016-03-02T09:08:58,11885296,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_text_x8,341861.94,2048,REL7_2~643,2016-03-02T09:08:58,1485662,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_binary_x8,58430.51,2048,REL7_2~643,2016-03-02T09:08:58,319891,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_integer_x8,39490.43,2048,REL7_2~643,2016-03-02T09:08:58,1485662,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_float_x8,40966.31,2048,REL7_2~643,2016-03-02T09:08:58,228306,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_text_x8,340898.87,2048,REL7_2~643,2016-03-02T09:08:58,1485662,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_binary_x8,58681.46,2048,REL7_2~643,2016-03-02T09:08:58,319891,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_integer_x8,40730.64,2048,REL7_2~643,2016-03-02T09:08:58,1485662,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_float_x8,41432.25,2048,REL7_2~643,2016-03-02T09:08:58,228306,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_integer_x8,38923.89,2048,REL7_2~643,2016-03-02T09:08:58,1485662,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_float_x8,41402.83,2048,REL7_2~643,2016-03-02T09:08:58,228306,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_text_x8,340930.05,2048,REL7_2~643,2016-03-02T09:08:58,1485662,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_binary_x8,58654.29,2048,REL7_2~643,2016-03-02T09:08:58,319891,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_t100_x8,340514.16,2048,REL7_2~643,2016-03-02T09:08:58,13,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_t100_x8,341180.28,2048,REL7_2~643,2016-03-02T09:08:58,13,REL7_2~643,2001-11-14T22:14:22
2001-11-14,sort_t100_x8,340299.83,2048,REL7_2~643,2016-03-02T09:08:58,13,REL7_2~643,2001-11-14T22:14:22
2001-11-14,seqscan_x8,2742.82,2048,REL7_2~643,2016-03-02T09:08:58,11885296,REL7_2~643,2001-11-14T22:14:22
